Time (s),F7,Fp1,Fp2,F8,F3,Fz,F4,C3,Cz,P8,P7,Pz,P4,T3,P3,O1,O2,C4,T4,notes,Var Fp1
1775,16602.9,24109.1,34858,27006.1,28218.4,38836.9,42873.7,21646.3,44486.2,17248.7,32769.7,136591.4,36139.2,10789.2,59068.5,138769,74149.2,33301.7,21861.3,,0.571
1776,10378.1,11678.9,10200.7,13595.3,12043,14489.5,12839,10705.7,15276.5,20296.8,8321.7,23833.3,17837.7,10137.8,13130.4,16266.4,18628.6,14620.5,22343.7,,0.407
1777,6217.4,6179.6,9599.9,9517.5,9267.9,10501.4,10662.9,9443.3,12663.2,8861.8,7104.1,15786,17194.2,7272.5,9912.2,8602.3,12536.9,15584.4,14628.3,,0.751
1778,7127.2,12074.7,12880.1,13371.1,10900.5,10305.9,11566.9,6946.5,9185.6,6426.2,7628,11161.2,7712.1,6902.8,6977.1,11147.3,10849.8,11192.6,7218,,3.062
1779,17657.7,20964.1,30713.7,28511.9,24600,25232.7,26597.9,23675.6,28019.2,26754.3,15418.6,37624.3,31553.1,15026.5,24775.2,44618.7,38733.4,31049.2,24246.8,,0.553
1780,16391.3,21953.9,25278.6,18286.3,18880.9,23140.4,23311,17530.8,19711.8,15440.6,28191.2,35880.1,16699.6,22742.8,31240.9,92876.1,36930.4,19908,20552,,0.495
1781,7014.4,19362.3,12488.2,11481.3,13019.1,18810,14336,10421.1,16966.6,6934.9,5281.4,17997.2,7605.9,7161.6,8243.9,12815,12951.2,9536.4,6762.8,,2.124
1782,46503.2,18072.8,18019.1,16075.6,22670.9,230818.8,20008.3,20098.7,22705.6,22119.2,37615.9,66586.2,24353,13906.8,36796.7,172081.2,88368.7,16087.4,13038,,0.516
1783,22392.5,21934.4,26627.1,25282,21959.3,28915,33979.7,20785.6,24787.4,21415,12635.9,24995.7,22151.6,12247.4,19471.4,27948.2,29467,24185.7,27798.9,,0.729
1784,21148.3,17425.8,22190.5,22386.2,31673.8,59828.1,27895.8,29779.3,40222.3,33851,28632.4,134941.7,53425,15866.3,43256.9,117150.6,106564.9,37243,28539.3,,0.72
1785,9538.1,7649.9,12019.4,20139,9631.7,11001.2,12893.5,12185.1,12670.8,23768.7,12751.7,55122.9,19794.1,8198.2,20151.7,75832.2,38275.2,12596.6,17426.5,,0.501
1786,14474,12186.7,8777,9863.9,10505,13259,11752.5,10916.6,12952.5,14156.1,11933.8,91876.1,26771.2,5201.3,22967.1,110849.3,78431.7,13137.8,9139.8,,0.616
1787,33800.5,33861.7,41196.8,45702.1,31819.2,44397.6,40738.8,22549.4,36600.9,48393.2,20670.5,114777.6,44177.9,23681,36495.3,121725.2,110499.7,33696.3,45832.7,,0.472
1788,18858.6,20070.5,19137,18653.1,17958.1,22463.3,20770.7,17661.8,22655.2,30483.8,18470.1,49080.2,24540.4,13810.6,23883.5,67124.6,29931.3,19768.3,24129.6,,0.501
1789,9069.9,10798.9,10055.3,16024.4,11401.5,13524.3,14806,13799.6,20622.3,24471.9,29603.3,112565,31949.6,11052.4,45843.1,129950.1,67662.3,18346.6,15086,,0.431
1790,21235.7,26357.2,31444.3,29480.5,29825.3,40228.8,32450.1,28385.8,31962.9,26761.8,20097.8,29760.6,30530.4,24033.5,26892.5,22125.4,29401.8,30114.9,39604.7,,0.517
1791,13934,17847.2,14838.7,15351.8,17959.2,25301.4,16371,16075.7,18413.3,17581.9,10197.8,16911.8,13846.5,13877.9,15502.4,22748.4,17349.7,16927.6,16170.4,,0.614
1792,12972.5,7700.6,12649.1,11740.3,9477.3,28386.1,11761,10981.5,9640.4,20222.9,14119.2,17055.9,12728.8,13860.3,12469.9,24687,16790.8,12702.4,21027.1,,0.417
1793,12538.2,12793.3,9785.7,9005.5,13604.7,26337.3,12400.5,13613.7,14544.4,9914.7,9076.4,13133,8823.5,9423.5,11676.7,8824.1,10014.9,9107.2,8819.2,,0.396
1794,6580.7,8404,12529.8,12282.2,11506.4,92919.8,15694.9,11254.2,20228.4,13775.8,8996.7,64671.1,20904.6,7261.1,15981.3,43268.7,33435.2,16008.5,11978.6,,0.426
1795,8194.7,9381.1,12180.3,10566.3,10803.3,21299.1,11885.9,7561,12447.3,19823.1,6812.4,47719.3,19245.9,5599.3,8492.6,20192.3,20145.6,12528.8,14616.9,,0.375
1796,12619,16863.2,24716.4,23436,18048.4,53729.6,26279.6,15054.4,27146.3,26814.6,14874.4,61041.7,36878,9636.5,21002,50363.2,36020.5,28051.7,30573.8,,0.369
1797,18877.1,22821.1,26018.7,26375.5,24718.9,58607.8,26427.5,23773.5,32744.8,26465.1,19101.7,26525.5,26715.4,18835,20853.8,23882.5,23682.5,28379.8,29776.9,,0.535
1798,18705.2,23174.3,23802.8,19296.3,21921.1,29024.4,23717.1,19323,21794.9,18363.2,11218,12734.8,19747.8,18802.5,14540.8,12085.1,13970.9,21163.8,22380.5,,0.402
1799,13715.3,18503.4,21051.4,22480.1,22040.4,31626.9,25658.6,18935.8,28809.1,22401.6,24470.3,93045.2,31668.4,13987.6,31462.4,123993.5,56732.8,30158.5,29995,,0.468
1800,14119.3,13505.4,12072.6,13626,14162,23437.7,12909.6,15777.3,19224,23526,25468.2,99717.8,26456.5,19477.5,29350.7,105253.8,45684.8,14192.7,18964.9,,0.478
1801,13174.5,12337.8,13569.6,12359.3,14314.2,16347.7,14916.2,19245.2,13847.3,27790.8,31002.5,62390.8,28310.3,18429.3,39797.5,113823.1,47987.8,16331.3,21941.2,,0.372
1802,8141.6,7878.1,10194.3,8790,9280.2,11163.4,9902.5,9625.9,13454.4,8979.7,13436.4,17437.2,12168.1,10975,12773.2,16404.2,15112.1,10231,9979.2,,0.496
1803,14557.7,14486.6,9111.1,8063.7,12583.1,90273.3,9266,7027.4,9726.5,22440.5,12407.5,31870.6,12045.4,8623.2,10853.7,50429.7,25046,5677.7,17874.6,,0.415
1804,22167.9,24499.2,26424,22690.5,26279.2,73205,28170,22857.2,32495.3,23671.8,21050.7,61300.2,28126.3,19379.5,29721.7,74124.5,40756.5,27169.3,25466.8,,0.464
1805,24718.4,22633.8,24402.4,23444.7,26061.4,24188,26766.7,29962.7,38645.3,27191.2,38818.4,156821.7,39445.1,28649.1,57854.4,168903.6,65980.4,28520.4,29715.1,,0.448
1806,9685.5,16485.9,32324.5,24168,22586.3,40013.8,30789.5,21373.9,46261,31216.5,30171.8,276286,77223.8,11217.4,67235,250673.8,139935.9,36439.4,22034.7,,0.479
1807,7050.3,7988,4665.3,5498.7,10160.3,30180.2,8100,12993,13487.5,25510.8,29898.6,59304.9,23740.2,15468.5,32199.5,80367.2,91475.6,7580.7,12271.6,,0.47
1808,15018.1,16009,13710.1,12805.9,21815.5,23204.5,18649.9,24894,33163.7,14845.9,20229,45029.6,23516.6,20929.4,29843.1,31225.4,29197.4,17322.2,16254.7,,0.46
1809,4328.5,6061.3,6193.6,7183.4,5859.3,19873.5,7538.3,5510.4,9197.8,12682.7,12025.3,25508.8,13882.2,5968.8,12644.6,35596,17314.2,9812.8,12757.3,,0.324
1810,9157.7,13112,10923.3,10549.3,11498.2,218080.6,11755.8,9555.3,12393.2,20339.6,12573.5,39491.8,20508.5,9531.5,11414.6,25926.9,20690.3,13404.6,13051.3,,0.411
1811,23457.8,13729.5,11292.9,9852.8,23168.4,24739.8,11837.6,35084.9,17997.1,9956.6,27413.3,22279.3,11489.6,35726.8,31381.3,29405.2,11653.7,10508.1,17502.8,,0.402
1812,18983.6,20635.5,23764.2,24340,23526.1,122623.1,22427.9,20756.5,21957.1,24887.1,15111.6,24245.6,23451.6,17704.2,20430,19773.1,24639.7,22488.4,24540.5,,0.513
1813,22434.2,22196.8,23607.5,22257.5,23410.1,79150.3,24821.4,27541.8,29090.7,21213.2,19671,17987.1,21802.6,26188.7,25310.5,16198.2,18802.5,23678.9,30632.2,,0.465
1814,8109.4,6661.9,4377.3,6046.7,9889.9,13596.7,6717.3,12339.1,14004,7627.7,9888.7,10832.4,7486.8,9873.6,13010.8,11087,8568,8509.4,10025.9,,0.476
1815,6489.4,9077.6,9064.8,8513.1,6255.9,19192.8,7557.5,6871.7,5768.7,12903,8305.8,10745.3,11345.6,7841.5,7575.7,12535.6,12560,7865.6,13112.8,,0.44
1816,10406.2,10329.1,8174.3,8215.7,9685.9,10847.4,9390.7,11850.8,14501,16854.5,13074.2,10415.2,11171.1,12284.2,11588.4,10744.3,11858,11456,20286.1,,0.848
1817,22283.3,26656.1,34140.4,44064.1,32280,39701.5,40142.8,28748.5,42715.4,58445.1,14765.9,28457,42329.7,20048.4,24924.4,18947.9,29305.1,46103.8,75391.1,,0.477
1818,6939.2,5297.5,5937.1,10066.2,4946.4,6744.3,5787.3,8288.6,7202.1,17544.1,16871.8,32687.6,14808.3,7583.9,20969.8,69059.2,35300.2,7187.4,11458.1,,0.442
1819,7540.7,8740,14501.9,9443,9486.8,14445.4,12444.5,11331.2,15671,11315.7,6488.1,17997.1,11512.9,9568.3,10217.6,18761.5,26196,10914.5,10551.4,,0.492
1820,31306.1,17570.8,21752.5,19230.1,19396.9,23779.9,22216.6,15704.8,22715.8,16487,15783.9,17969,16821,13656.5,13331.5,17422,11968.4,20332.6,16961.6,,0.479
1821,11672.4,10098.7,9489.5,8787.8,10306.3,16699.5,12277.8,9232.1,17231.1,23004.4,10689.6,35282,25286.6,9449.9,11708.6,22484.4,30487.7,16837.8,38395.3,,0.577
1822,9292.9,11636,13881.8,11033.7,13882.9,22572,14484.2,10737.1,17893.2,11490,11345,9407.7,8944.2,10576.2,10487.7,14153,8780.2,12024,20039,,0.396
1823,9287.1,9353.7,17977.3,23504.9,10258.7,14683.6,17702.7,13059.9,23515.9,38982.7,14655.3,21328.7,26177.8,14932.7,15070.7,15744.2,25299.5,26806.9,45944.5,,0.621
1824,9050.8,10018.3,11317.5,9204.2,8291.7,13236,11474.5,10951.4,12921.3,13709.6,10673.2,14808.8,12861.5,10509.9,14775.9,14869.4,12309,10310,12102.9,,0.398
1825,10179.8,7371.4,13907.7,16018.2,9713.1,12736.2,14708,12293.3,17266,20894.8,9344.7,14998.7,24642.9,12433.1,11878.7,10568.2,14798.2,23645.4,25638.3,,0.366
1826,8765,10849.1,12605.8,10596.2,10465,11561.1,11294.8,10274.7,17575,10700.4,6927.8,8727.4,8826.8,9274.9,7603.7,5899.2,7307.8,10408.4,12570.2,,0.394
1827,100367.2,122952.3,191889.6,76268,23722.9,27691.9,25202.6,18337.9,19709.5,15277.7,11913.8,11151.3,12783.4,29067.8,14636.6,14097.8,8697.6,17363.5,51153.5,,1.65
1828,718004.4,96371175.1,12465927.6,260470.3,15601,15522.7,16695.7,8489.3,8723.1,11299.9,28327.3,13580,12356.5,32312,6911.2,14110,19742.5,9497.6,241329.3,,8713.164
1829,466673.9,83350141.5,13867210.1,144219.8,16338.1,13228.6,14780.2,10695.2,23359.5,14240,76408.3,26080.2,19236.6,38675.6,9054.5,10346,9163.5,14548.4,82393.9,,4246.935
1830,38650.1,68019.1,22285.3,31421.6,20882.9,27998.1,25273.3,17510.9,16784.9,17095,23479.3,29923.6,48793.8,15229.8,17358.9,38368,27581.8,14119.8,60905.9,,28.359
1831,16649.9,93301,27411.5,37584.7,27469.7,30180.1,32533.2,24598.5,38003.9,39403.8,18349.7,119173,53604.5,19075.1,34965.8,105529,93748,35970.7,39866.3,,3.517
1832,6563.2,11013.3,10376,10564.1,8802.1,11095.4,10765.6,8181.9,18687.6,20893.4,18938.2,114081.2,40047.2,6689.5,19347.9,68564.6,105028.1,15598.9,18351.8,,1.157
1833,13221,22978.5,24206.5,22824.6,19207.9,23267.7,25250.3,21053.7,33208.8,22112,24377.5,81944.9,38314.7,14857.8,27729.8,57490.1,46255.9,26617.1,36334.9,,1.968
1834,17785.7,17891.7,35327.6,34717.9,28197.5,34892.2,40475.5,32128.4,48361.7,35294.1,54488.9,159281.1,66377.6,28641.4,67448.8,136908.9,79130.7,43566.5,40967.8,,1.355
1835,11023.3,14924.1,18040,19684.2,16787.9,19530.4,22241.9,18711.7,39909.6,32533.8,29518,157009.9,62489.6,13352.4,47002.2,118107.6,70589.2,32898.5,27345.6,,1.036
1836,25856,40498.2,33022.2,28614.7,35018.8,39569.5,35812.6,26921,37417.4,42886.5,17309.8,104506.7,49692.2,18031.9,29119.6,64223.7,82969.3,28198.5,35692.2,,1.514
1837,6905.4,10505.1,11855.1,13366.5,10805.4,14123.8,15265.5,12532,16193.9,18742.3,27602.9,61374.5,17562.5,6968.7,30419.5,64486.3,28111.4,13362.9,16424.6,,1.412
1838,24736.1,23488,23550.5,22546.7,27845.7,29265.1,31400.4,29414.5,36919.4,30517.6,45539,176865.1,59145.1,32469.3,67244.1,103075.8,68825.6,29469.3,28700.7,,6.571
1839,14061.5,63120.1,31219.5,33694.4,25330.1,34899.9,40304.3,26313.4,63444.1,57740.6,21725.9,151967,89231.2,10642.6,39594.8,105326.4,100039,55505.2,43442.5,,24.237
1840,12800.9,25744.8,28147.1,24307,26180.1,31256.9,27886.5,24902.5,30034.8,18565,46815.2,108362.7,30718.1,14229.8,57102,171525.4,53118.3,23192.4,22762,,2.952
1841,10727.8,15897.9,31685.5,34388.1,18639.2,28086.1,32456.1,18591.4,33418.1,25238.4,11163.1,44145.4,30245.7,12335.1,19833.6,26475.2,24146.6,30983.2,36607.3,,1.464
1842,18851.1,22120.2,24970.3,19455.9,21427.9,31868.1,25593.3,18290.5,32113.6,26550.6,22447.6,45189,29829.3,18327.5,21474.5,38273.6,39581.1,26584.9,22168.4,,0.481
1843,30086.4,41821.8,48961.7,45643,39413.3,54328.9,50435.7,30910.4,37699.6,37623.7,24759.8,27915.6,36370.3,23556.3,28562.8,44236.4,36550.9,40374,53719.5,,0.55
1844,15280.7,16943.8,17909.8,18638.1,16041.9,28578.4,18318.2,13391,17554.8,11653.3,16658.1,18087.6,14327.7,15147.5,14842.8,22472.8,15544.7,17242.3,14574.2,,0.753
1845,13224.5,9692.5,15070.6,13246,13446.4,22715.4,14849.6,15109.1,23263.1,32812.4,39618.6,108132.3,46636.7,12942.5,41126,172599.1,85226.9,20679.5,24837,,0.555
1846,10887,11277.5,11614.6,12292.4,12544.5,14100,13777,13739.1,22616.2,32033.8,29995.1,87191.5,45413.4,8521.9,33990.5,107941.6,67668.3,22039.2,16537.3,,0.8
1847,23731.5,30791.3,32381.5,36919,34006.3,43398.4,37438.1,32471.8,47464.4,49685.8,47133.5,120593.4,61564.7,23761.9,58295.6,136923,60409.5,43197.1,45214.4,,0.622
1848,8532.3,12247.7,12864.7,13101.1,12507.6,17313,14462.3,14329.9,19865.5,17817,30821.5,92864.2,33850.5,15432.3,34633.1,92586.4,45467.8,19133.8,15501.3,,0.9
1849,11843.1,14297.3,13150.2,16453.9,14606,13598.3,15811.5,12554.3,17888.7,67562.4,22982.4,127594.7,80282.9,12581.7,27419.4,109953.1,186453.5,24777.2,36362.3,,2.422
1850,16296.2,23077.4,18206.2,12631.1,19816.4,28487.7,17322.9,19109.9,29343.6,15922,12150.5,76637.5,26366.8,11898.1,20432.6,40803.6,31158,17593.8,14682.4,,0.801
1851,10678.4,9860.3,12502,15152.6,11563.4,22215.5,13852.7,14190.8,15827,27806.4,13513.5,30061.5,24063.1,15008.9,17014.9,18549.4,31006.9,17127.2,26606.7,,0.879
1852,25768.7,26785.8,27405.2,28214.7,26304.9,25871.7,27593.3,32835.5,33705.3,19638.6,30158.4,76811.1,28129,27824.9,46600.1,70054.8,46188.7,23618.3,27560,,0.702
1853,26083.1,26353.9,25303.8,15821.6,29071.5,25971.2,29829.5,15758.6,20997.2,29587.9,23774.9,93499.8,33826.8,14145,30708.4,162936.6,186596.9,15462.7,15186.7,,0.802
1854,31516,32109.8,37686.4,26731.6,36896.5,39007.7,38728.6,24653.8,34519.6,47066.4,17935.1,68069.9,43937.3,16105,19486.4,97020.6,190469,22946.9,19468.6,,0.721
1855,29592.8,226081.4,27705.8,31116.6,30935.8,51512.5,49997.9,27732.4,41288.3,49467.2,52798.2,133044.2,88363.5,31554.7,53464.8,128825,175166.5,44428.8,60222.7,,81.662
1856,18083.2,40250.7,30665.7,24239.7,26622.6,31256.8,38139.4,22803.8,31842.7,21945.6,17601.6,106959.1,48233,11780.5,26619.9,83188,57671.4,26937.6,49088.4,,14.209
1857,24283.7,29028.5,52359.5,45732.7,36878.7,42972.9,50408.6,35533,57493.7,49649.9,36877,38709.1,52244.5,25475.8,31676.6,63232.1,83991.1,53913.6,48448.1,,16.911
1858,9244.8,17769.5,18459,23233.2,13638.3,17551.2,21473.3,14776.3,25298,62960.6,44975.3,162398.4,89575.1,10522.6,51531.7,212375.4,157294.1,38376,38086.3,,8.567
1859,17377.6,22434.3,23868.3,27834.1,16460.7,18813.5,21881.1,20677.5,19715.9,30372,17224.3,38266.1,36289.3,31524.8,22572.1,16259.2,38987.4,26064.8,17822.5,,2.189
1860,22887.2,40690.8,49203.8,34819.2,31296.9,39889.4,40241.9,23014.3,32067,27967.1,45582.1,136721.6,43611.7,22421.2,62002.6,192958.6,127128.5,32434.1,25748.3,,1.452
1861,185875,36692.8,34627.1,56993.1,32291.2,39886.3,35333.5,28892.7,34027.8,28792.8,54036.8,115469.6,34801,13919.2,67112.2,213332,107896.1,31512,26010.6,,0.539
1862,39722.9,19289.8,22207.4,63632.7,17557.4,23041.2,23033.6,17571.6,20741.9,23768.5,34029,80689.4,29434.7,10471.6,42133.3,139751.8,106282.6,16870,21791.4,,0.773
1863,73297.3,15026.4,22293.7,19642.7,17854.7,26412.5,25075.2,13953.9,23607.9,18162.2,29533.1,122587.8,26564.7,11973.6,46951.4,117236,38468.9,21099.7,24435.4,,0.571
1864,19900.6,38770.4,38820.1,27174.4,32663,38583.3,36276.8,23909.9,28129.1,22313.7,39960.2,55075.6,24221.5,21893.2,39203.3,170062.2,84195,25799.4,22095,,1.073
1865,76629.6,57622.8,48491.1,32915.2,43163,50856.9,43233.9,27228.5,33756.2,34433.3,30943,91932.4,49286,28075,34246.2,127963.8,148258.8,28946.3,28512,,0.927
1866,91224.4,18742.8,15240.8,13192.9,15264.7,15058.9,14930.7,12467.7,14785.6,18455.3,21331,100857.5,41418,8052.6,27834.7,64476.7,86683.3,12942.8,26922.4,,0.949
1867,47916.9,13451.3,16532,24920.8,10212,14973.3,17805.4,11447.1,16574.1,36389.5,27837.6,72860.4,35329.5,6734.1,31033.9,134033.1,67256.6,27667.2,32768.4,,2.544
1868,17311,15640.2,21502.2,22327.5,15489.3,18245.7,17244.4,19635.1,19007.6,16549.1,28507.3,87257.5,21473.8,17463.7,41584.8,115953.2,46673.8,15511.3,22894.9,,0.84
1869,17514.2,27582.5,27693.5,24944,34602.2,41443.3,36651.5,31624.4,44245.2,32893,20826.7,68117.4,36222.3,18787.9,35270.5,52194.9,88016.1,24954.4,21310.8,,0.434
1870,9073.9,9747,13240.6,12289.4,9277.5,12873.6,13872.3,11253,16828.9,21061.8,21125.1,105740.9,46194.3,9204.7,39103.5,74013.7,81600.1,16013,15910.7,,0.401
1871,13528.6,15078.6,15173.2,13542.6,11792,14582.1,15237.7,14934.5,11745.2,34440.2,27933.4,126718.6,54593.1,16057.7,46562.4,114616.9,165740.9,11937.8,17074.7,,0.565
1872,17270.3,23752.6,24208.8,21782.1,24432.5,31156.4,29491.8,20631.5,28571.6,28550.7,47350.8,113294.5,42236.1,17985.9,47057.1,135657.9,118513.7,24702.2,13615.8,,0.436
1873,21875.7,31423.6,32009.2,33453,32115.2,42601.2,37648.4,33433.2,44791.5,35494.6,23152.6,81806.3,54891.4,23639,34533.9,63847.9,97415.6,35748,29278.1,,0.689
1874,16673.3,23000.1,34671.4,35425.8,24885.3,31358.5,39299.3,31382.7,56480,54207.5,36140.9,158862.9,87863,23343.1,61809.7,113318.1,83890.9,54467.5,49155.6,,0.819
1875,15825.1,18686.9,23873.3,28868.5,20565.9,25001,25811.7,18124,28186.8,34015.8,17383.2,74335,52687.9,13515.8,23033.3,51981.3,94600.3,27960.7,27545.3,,0.428
1876,12826.4,17271.9,25552.4,17092.4,19453.9,22924,21287.3,15379,24747.6,35651.8,33516.8,77765.3,44150.2,10133.8,34667.9,92424.9,82021.2,17729,24600.5,,0.519
1877,26210.1,29262.9,40967.5,34122.5,35833.7,43289.6,40288.3,31795.7,43331.1,37656.1,45395.7,96517.1,58273.2,31680,44224,107516,111562.1,35338.1,27502.7,,0.874
1878,12593.4,13309.6,20116.1,17338.7,17632.9,18835.8,23463.9,19766.9,32184.4,57357.2,39186.7,155755.7,90663.9,17248,62890.4,139206.8,121582.2,30733.7,27436.8,,0.538
1879,14522.6,16376.2,19759,14554.7,17008.9,18578,15477.3,23077.7,27977,27294.5,18924.5,31428.6,32247,15999.5,22699,19598.3,36442,22024.3,21830.1,,0.949
1880,15728.6,15340.2,22088,24662,17097.3,22585.7,21086.9,14511.9,17414.5,30494,17303.1,86983.9,33263.6,13346.6,19484.5,51592.8,96464.2,16022.8,32074.1,,1.17
1881,15627.3,23986.8,24490.6,20287.1,22243.2,30636.9,28502,21670.9,29529.6,33566,28460.8,131690.5,47570.7,15639.8,49117.6,159997.8,133066.9,22016.5,23676.3,,0.921
1882,28647.9,33756.9,36672.7,30057.7,31125.7,40615.8,36221.2,31108,42393.7,47414.6,60380.9,176687.3,88162.5,24353.8,73127.9,205947.7,196547.7,35892.8,29952.7,,1.339
1883,7986.9,11473.1,25110.8,18965.7,13705.7,16796.8,19856.6,20017,26918.9,33563.1,30573.8,137824.7,60650.1,14094.8,55099.3,159025.9,156923.7,20557.2,18512.2,,1.076
1884,9294.4,16450.3,19258.9,18675,13839.4,20062.5,17058,17744.4,19969.5,27170.5,53511.2,179001.6,66953.5,14419,81533.7,228601.3,172110.3,16054.6,20885.9,,0.631
1885,11870.5,20734.4,30096.8,23434.7,19213.6,26469,29182.2,22020.1,39143.5,45643.8,47832.2,152026.1,73013.6,14015.7,68062.7,179793.4,164971.7,31843.2,23346.1,,0.406
1886,14463.4,22350.2,30969.6,20817.9,25599.8,36312.1,33062.1,19412.7,34592.2,19737.7,16325.3,74027.8,44900,13180.2,30668.6,66866.9,80980.8,23970.2,20815.5,,0.469
1887,8118.5,11383.9,19462.4,21492.1,14462.1,20774.8,23009.7,14908.4,25722.1,35572.8,31127.7,89724,52129.9,11577.3,35175,95802.7,96863.5,25860.8,25186.8,,0.72
1888,17354.1,30355.4,34472.6,25540.7,33300.4,41172.6,33849.7,20547.2,35248.5,17126.8,11079.2,123908.8,51126.2,11446.4,26910,86411.3,116959.6,25589,22902.5,,0.74
1889,17507,30628.3,34480.7,24130.2,27676.9,31945.2,34315.3,15667.6,28817.7,30781.6,13459.2,84377,36112.7,11417.5,15828.2,66134.9,127471,26204.6,23267.6,,0.5
1890,18356.1,23658.9,27276.6,25059.6,26422.4,34246.3,34262.6,18738.9,34155.8,53980.6,16558,67804.2,58364.7,13209.4,24069.3,52410.5,134689.5,36268.1,31902,,0.572
1891,14357.7,18908.2,20154,13561.9,19448.2,192174.6,19031,14017.1,19703.6,16966.2,14893.3,72860.2,22072.4,10094.8,23828,63083.8,67125.1,11549.7,11909.9,,0.43
1892,27104.5,29221.2,34460.5,29226.2,47920.3,50239.3,45693.5,47009.2,57869.3,36138,31155.4,50564.1,47810.3,33302.9,46100.5,74071.6,58828.9,46699.2,35909.6,,0.573
1893,39807.9,45181.6,57277.9,53499.5,64605.1,73730.2,75520.1,50907.8,92715,24264.1,15762.2,52637,44077.6,25572.1,32496.9,50236.4,52162,60861.5,43327.4,,0.948
1894,24004.2,26739.9,29017.2,32101.4,24089.9,27831.6,27142.5,22339.6,28228,18079.3,25821.5,59548.9,30335.9,18671.8,34687.6,57650.5,43794.2,30352.7,30830.4,,0.841
1895,16697.5,21624.9,21630.8,17348,21568.1,32089.3,29241.6,15403.4,29744.1,21844.9,28026.2,71109.3,33350.9,14992.8,36269.2,94800.5,68105.3,25013.3,17858.9,,0.563
1896,23858.5,34223.7,56352.7,54485.2,43196.2,72821.8,67780.4,40885.5,65898.7,50104,25929.4,79409.5,63906.3,22441.6,42428.9,51737.6,48317.8,62658.2,68155.9,,0.474
1897,19935.5,36124.7,26136.6,15331,26567.8,34838,28028.8,26977.9,37869.9,10310,14850.4,41815.9,14499.1,15398.9,31243,39905.8,27653.1,17233.5,12239.8,,1.384
1898,10884.9,16725,24682.6,28046.3,16213.4,25354.2,29014.4,17012.2,38355.2,47733.5,28809.4,122079.5,72231.1,10250.7,44767.1,134053.2,126329.9,38469.6,34768.1,,0.573
1899,34936.1,53635.1,48243.8,31931.9,57981.2,69713.4,53486.6,44403.6,63226.6,66727,47079.1,150871.9,67787.6,22515.3,78429.4,124709.7,180838.2,23600.1,19047.4,,1.541
1900,14390.9,19288.7,25896.4,22522.6,20857.1,31937.7,34507.9,18328.4,27703,23741.3,29318.4,60522.5,34911.3,13998.7,24667.6,28774.1,71655.6,17394.7,27381.7,,12.947
1901,22400.2,22551.6,37407.7,33122.1,29099.8,36587.2,43419.1,20999.8,41053.8,13923.9,16879.3,60104.8,27231.4,21981.4,23423.5,31272.1,18525.2,29285,49125.9,,18.514
1902,40830.8,48475,56447.2,45475.4,45477.6,55425.5,54331.7,61267.7,70576.1,41240.7,31412.9,82758.6,56162.8,29527,39422.9,29506,38030.9,53013.9,45723.5,,14.065
1903,11899.6,116209.7,38887.5,47192.4,17268.3,23777.7,32095.7,65563.3,31140.4,73696,11906.5,42303.9,62110.5,9712.6,16719.7,22461.7,53491.4,53519,79849.3,,5.199
1904,11782.9,10829,18504.5,18276.7,13808.4,18071.7,21157.9,11214.3,21981.3,33858.4,11613.5,34729.6,25231.8,10539.1,14759.6,34211.3,36284.5,21063.8,35859,,6.448
1905,20049,27509.7,33267.7,29158.8,30665.5,39376.1,39661.1,18671.8,41929.5,26173.3,28304.2,103805.8,39975.1,15429.7,36638.5,132749.7,98006.3,23438.9,33287.7,,4.349
1906,18982.2,20918,23104.2,21964.6,20223,26929.4,27536.2,25413,31494.3,37641.1,26836.6,68488.9,30416.7,20189.9,34064.6,52222.8,38305.7,24893.1,36020.7,,8.727
1907,14645.8,16674,19062.2,18436.2,20802.6,23306.2,21115.6,21458.5,34945.8,29869.2,11536.8,48722.5,36747.5,22447.2,19651.2,15194.3,43084.7,24053,21757.9,,2.417
1908,19456.4,28674.2,36823.4,37728.2,33372.6,40538.1,37589.7,27478,44407.1,51978.5,22769.1,83742.1,36121.9,13355.7,25602.2,73949.9,107313.8,37683.9,50443.1,,2.212
1909,13603.6,15822.8,17169.6,24566.2,18086.6,19323.3,20251.8,16948.7,21844.2,29200.9,13171.3,35658.5,17229.1,13066,15138.2,13695.1,14950.8,16121.9,25749.1,,0.7
1910,16137.5,16846.1,23035.8,31032.3,21377.1,26081.8,30412.4,15525.3,27981,36353.6,8700.7,66090.4,49887,10658.3,12725.4,21788.8,31186.1,37203.5,38459.3,,0.513
1911,10965,20314.9,25235.2,16923.4,15591.4,21544.2,24332.2,10042.3,16341.5,22278.2,12517.9,24949.9,23348.8,11420.8,13367.9,21342.6,27995.5,18863.9,36561.4,,30.663
1912,16641.7,21903.2,18935.3,15256.6,20965.4,24579.2,21323,19980.7,22768,16207.2,9921.5,21281,17021.7,14035,13689.5,12317.6,15143.9,18376,18001.8,,3.368
1913,15813.2,17309.6,20467.7,19057.3,20137,24991.8,24577.8,31507.4,28934.5,30198.6,27421.1,33521.6,30280.6,26796.3,25593.8,26550.9,30808,25585,27864.1,,2.869
1914,15178.7,23118.2,35210.4,31318.9,23189,24510.3,27350,19809.4,28058.8,42721.8,10019.5,22534.3,26094.1,14222.5,16025.9,14337.9,29341.9,29636.4,44905.5,,4.344
