Time (s),F7,Fp1,Fp2,F8,F3,Fz,F4,C3,Cz,P8,P7,Pz,P4,T3,P3,O1,O2,C4,T4,notes,Var Fp1
130,9460,15242,17747.4,14887.1,14696.1,18689.3,13733.2,13153.7,18173.8,30929.7,34986.8,195658.3,73995,9959.7,73816.2,206207.6,178542.8,16527.4,15031.4,,9.98
131,11551.6,13389.1,18569.1,18412.1,14180.9,18589.6,18025.9,19996.4,21672.3,24217.4,49475.7,74574.7,27753.2,21625.2,58332.1,158509.7,42056.7,18552.5,27385.1,,3.53
132,15007.6,17170.5,17311.7,12003.9,16915.6,22201.6,20566.2,16553.3,17951.5,17454.1,31196.6,90860.7,28223.8,12878,42379.1,146164.3,91341.5,14082.8,18418.2,,1.94
133,43395.2,96977.2,92892.2,24787.1,42105.1,76413,105428.6,14821,14756.3,17603.3,24926.5,46100,24170.7,22143,16521.1,42462.9,54636,14057.1,40507.6,,106.233
134,144659.7,227561.5,196053.1,65657.6,59208.9,148058.9,225106.8,28295.6,26893.5,39428.5,35235.9,142799.5,66080.6,26852.9,56664.1,218649,141940.9,27901.6,106443.2,,149.65
135,104204.7,65197491.8,96587.7,100914.4,44883.5,92732.8,66689.8,22221.6,613846,22726,48557.5,66646.2,45116.2,20591.9,31431.1,153442.6,64173.9,100607.5,55402.3,FRUITION-CALC,3928.502
136,764729.3,33689555.1,118863.6,104982.8,38220.9,44297.5,72999.5,37488.1,21528.1,16845.7,58345,104445.6,35313.1,25243.8,59957.3,188872.1,66666.3,38431.6,69071.7,,1672.631
137,33313.8,86196.5,19560.9,17866.7,20827.6,15825.3,18787.4,67054.1,28164.5,10923.2,32602,193700.1,22691.2,12722.3,70256.4,63344.7,67565.6,27995.9,92776.7,,97.321
138,21417.1,57062.5,43811.1,27727.5,41374.1,46360.9,44224.5,27461.9,182880.7,11199.2,32079.1,96975.7,15094.7,23888.1,42966.4,73030.3,50749.8,42190.2,27877.7,,173.312
139,19995.2,43240.6,43147.6,66986.4,33455.1,31667.6,41594.7,30102.9,27259.9,27783.4,52078.7,116792,69702.1,16029.7,68907.8,185196.3,97038.7,35141.2,32210.9,,6.9
140,192562.6,29998.8,24624.9,37671.2,23194.3,27274.5,26463.3,29120.7,38173.6,25652,44578.5,95243.4,39711,19005.8,43332.7,127969.1,85762.1,28900.9,24039,,5.817
141,97245.9,16064.2,23782.7,12921.8,12596.3,16411.5,29124.8,12117.9,11610.2,17322.5,19564.5,82153.9,26193.9,14283.1,24674.4,115562.4,93190,9882.2,12402.6,,15.714
142,22701.1,17779.7,46233.4,25045.6,17587.5,24305.3,52684,18725.1,27237.4,56405.6,47197.4,182528.8,85489.3,13074.8,65835.2,222742.6,263207.4,27012.7,32092,,26.24
143,25024.6,34642.3,34297.8,28546.7,27908.2,31314.9,30910,23145.8,24056.6,21981.6,29018.3,132927.9,49856.1,21293.7,55844.1,182521.6,164898.5,18227,19662.9,,3.725
144,27342.1,25540.9,24499.3,18502.3,24009.7,24358.1,21890.9,27130.5,26123.3,45091,46701.2,177863,79041.9,26875.6,68101.2,190152.9,255368.6,20495.3,22575.1,,0.626
145,28102.9,42713.8,42816.4,39661.3,37775.6,50363.4,52940.8,25104.4,51061.1,52956.3,46051.5,150638.9,84158.5,16741.2,52283.4,214990.4,206695.3,51185,35458.4,,3.551
146,12953,41336.8,26094.6,22924.5,22032.6,31785.5,29356.8,29161.7,37726.4,53925.8,99079.9,334719.7,120235.9,21471.6,138120.4,388164.3,285566.1,30568.8,22750,,1.453
147,19047.8,19462.8,23644.1,13066.4,17123.7,24464.2,23751.1,15551.6,15901,12162.9,36707,131209.4,25005,11680.3,56671.8,230863.5,108487.5,10569.9,11999.2,,64.695
148,73849,33071.7,17058.3,14218,11991.4,16183.7,17257.7,20583.9,31202.5,31563,53631.5,305590,107316.2,17581.5,107591.2,251564.4,242467.4,17837.6,14927,,4.372
149,20131.8,18595.8,24755.9,17896.7,18302,33198,28528.5,19108.9,22924.6,21938.5,27221.8,103703.9,42406.1,16560.4,40438.5,97637.5,105701,19954.4,22174.4,,1.564
150,34026.2,28007.4,41051,31410.3,29763.8,32603.3,45510.1,42559.1,55169.4,52393.1,56191.1,202392.7,91238.3,35087.8,88476.7,145657.4,103137.7,47182.7,41196.6,,5.019
151,30825.8,50750.1,42034.3,30057.9,34092.6,38251.6,44939.3,48039.1,56330.1,67685.7,101735,351784.7,138721.3,40639.5,151272.4,391870.1,257014.1,42978.1,51733.8,,74.048
152,14637.5,24801.1,27490,25544.1,15472,34374.9,27293,24385.5,43213.6,78492.2,46332.9,359056.9,163642,22494.1,99684,260545.3,347776.7,47550.4,41778.6,,28.027
153,21738.9,84950.6,24973.5,24585.2,21753.5,28898.5,24666.6,32541.4,31082.1,58869.7,65616,311870.7,125862.5,32859.3,117859.9,288924.5,236470.7,37643.4,40089.7,,18.804
154,14828,13532,20512.4,19385.8,12780.2,28959.2,19246.9,14111,20392.2,39906.5,35203.2,150557.1,69676.4,13254.9,51022.3,206268,109356,24071.3,32184.4,,12.901
155,7744.9,11083.9,10783.3,10276.2,10598.7,16789.7,14939.6,27863.3,35593.9,32115.6,41235.2,259889.3,89262.8,19562.6,96209,215074.9,161015.2,24487,12325.7,,8.948
156,37087.6,61680.3,27876.6,27280.2,25462.5,28955.7,34787.3,23950.7,39790.4,27069.6,25034.3,96466,34878.6,14940.4,42758.1,100994.1,30215.6,35922.2,32469,,12.927
157,7255.6,10467.9,12898.6,11743.7,8094.9,10559.4,11179.2,11267,13379.2,12421.3,38995.2,131832.7,29592.8,10986.1,62809.7,214867.6,104136.7,5663.7,8162.6,,4.412
158,55653.4,129747.4,128715.6,41914.4,45175.4,87027.7,125818.9,27870.2,21144,18647.8,47496.1,161455.7,45966.1,22350.4,71865.8,233405.4,183487.1,13351.1,21968.5,,446.258
159,37577,53428.8,57039.2,45669.4,27724.2,63467.2,64547.1,30658,26218.2,48479.3,92309.8,262034.2,95796,35857.1,114023.3,278538.4,260065.5,25167.6,32818.1,,31.123
160,18972.6,29068.2,23156.1,21740.1,19064,21973.5,25600.3,21031.1,22121,42020.1,37638,174374.5,44331,17470.2,59862.9,199773.3,138563.5,19970.7,28285.4,,62.434
161,14116.4,29247.6,31173.1,23510.4,24628.8,36236.5,29363.7,22436.1,30884.8,46960.4,43046.2,218652.1,82557.4,15275.5,80748.3,236977.1,193457.9,29395.2,34063.5,,36.487
162,21399.6,19988.5,14074.8,14869.2,16539.4,18319.9,16865.2,25731.3,28874.4,26582.7,49734.5,167878.8,65638.6,24666.1,86291.8,178141.1,115604.8,19804.1,18182.2,,4.354
163,5263,7049.2,6015.7,8121.5,6378.1,7078.4,8698.5,15750.3,20369.5,18130.3,23692.4,102750.2,34251.8,11937.2,40185.9,120830.6,58357.4,15675.9,15441.5,,1.596
164,25379.1,29301.2,27752.8,25311.6,34778.1,33272.2,31574.8,40748.2,50427.3,74239.7,49874.4,267794.9,131372.8,25744.8,97868,282924.3,321855.9,42105.5,25995.3,,2.43
165,16855.2,20364.4,27328.2,26259,23278.9,32403.2,32170.7,27482.5,38497.6,50151.3,27901.6,149735.6,63581.5,14730.2,59389.2,150824.8,156415.8,31055.7,26434.8,,3.43
166,28962.3,32954,34529.8,32108,35023.7,40519.9,36357.4,32358.2,34469.9,33418.2,57702.5,117151,53243.2,35354.6,65575.9,206517.3,126501.4,30804.3,23907.8,,1.991
167,22614,25930,20409.5,19789.8,23099.6,24328.8,22505.2,16730.4,23666.7,28595.5,38129,81081,30799.6,22632.1,42249.6,205248.6,85556.2,21654.6,30398.4,,2.733
168,10449.6,13225.8,16302.3,12391.8,10815.5,13930,14530.8,19799.6,21588.5,14213.8,63171.7,131314.9,35650.7,19126.4,75269.6,252396.3,99167.6,14533.4,13979.6,,2.674
169,10467.9,14444.3,16658.4,14943.3,13186.1,16565,17990.7,15323.8,21458,18453.7,10445.5,52395.1,21346.8,12219.1,23381.8,39109.4,22566.5,19081.1,16488.2,,2.383
170,7174.3,12273.8,10682.1,5889.1,6231.7,6706,11669.5,7245.4,8882,4910.5,13109.5,50980,11333.5,5957.8,24356.2,70344.7,23217.3,4461.2,4731.6,,14.022
171,15383.2,25076.4,17839.9,12998,18594.6,19576,21874.3,18879,16260.2,16588.3,23856,54577.8,18549.9,17018.6,44118.4,120808.8,31916.3,13822.8,20345.4,,5.933
172,9794.6,23744.3,50715.1,24396.8,15841.3,25465.9,45769.3,8538.8,13271.3,22453.3,44180.4,169066.3,46718.5,9533.9,59866,217196.6,231560.6,16601.9,16559.3,,1.321
173,25822.4,13863,18436.5,11208.1,19323.1,29349.2,45988,15473.8,22251.7,16770.9,28230.5,104964.3,36899,9228.5,42677.7,118748.5,108536,12584.7,16300.8,,286.395
174,14144.3,28655.6,36006,19919.5,25901.7,31012.7,28345.7,37139.6,49263.7,40204.2,53667.5,274152.1,86115.4,25091.3,103238.1,261228.1,217528.3,34582.3,22448.4,,1.817
175,29700,44595.6,58557.5,34921.4,39745,48505.6,48558.9,25855.3,43926.6,41864.5,52902.9,255427.3,85814.8,22564.4,84686.7,279262.3,223118.6,31291.4,34174.7,,60.402
176,19833.3,26051.9,31688.5,26133,23960.5,28247.2,30694.3,20145.6,24903.7,17319.3,55726.5,124989.5,27911.8,17086.4,71181.8,243551.2,61423,20848.6,20726.2,,29.54
177,13365,15661.6,19608.5,16079.8,16181.3,19323.6,16897.3,11522.3,13535.9,27530.5,34996.9,145660.1,53313.6,11024.4,46275.6,202402.3,157100,10682,11803.3,,13.118
178,20125,27992.6,26772.9,20700.7,28960.8,34780.2,27390.2,22662.3,39811.8,43470.6,40837.8,124818.5,52326.6,16120.2,73420.2,130927.1,104847.9,27332.8,30301.2,,2.133
179,14059.3,21453.6,30376.1,31873.9,21867.8,24301.1,30895.2,19421.4,29314.3,27326,18690.3,149725.6,62957.2,13687,35211,94612,137319.6,27539.7,26044,,0.762
180,27259.9,56129.3,27423,25861.6,32195.8,40430.7,33613.9,39728.2,50130.5,57543.3,39794.4,306633.9,137076.6,28771.1,77449.3,183740.6,287536.2,39497.4,32034.4,,343.178
181,25152.2,31991.1,24347.6,21722.4,28560.1,36029.7,36060.4,36702.6,53084.1,21873.5,57547.6,197205.2,71817.5,34803.5,79486.1,182237,137139.8,33489,21841.7,,8.616
182,16126.4,30025.5,34075.7,26513.8,26819.8,35295.7,30555.9,13277.3,23065.9,14327.3,25605.4,122829.6,37969.3,9463.6,37091.1,174197.2,99815.6,20618.3,21571.5,,78.391
183,7154.1,11515.4,12555.6,9878,11330.9,13790,12611.3,9681.4,26963.2,17384.2,41946.6,189656.9,57922.6,6754.2,60443,233260.3,184559.7,14294.8,9448.9,,32.992
184,43566.6,82372.4,111408.7,18474.9,21492.5,32191.8,109230.6,13085.7,14064.4,28434.1,34565.6,134162.5,57326.3,18194.9,45505.5,109536.1,110090.4,15614.3,34054.6,,70.021
185,43319.4,116176.7,161075.4,76149.7,55177.2,95978.7,190766.9,29636.1,46882.3,86532.5,73879.3,250117.3,122753.7,34258,75036.9,257520.9,311994,50253.7,99165.3,,256.902
186,15224.6,22500.7,16466.5,13617.7,11407.1,12399.1,15508.8,10674.6,15289.2,21087.4,18642.2,65556.8,33258.7,10646.5,24555.4,88138.6,102243.7,9208.5,11792.9,,61.053
187,12730.9,10123.9,23973.1,25682.4,14265.9,18349.7,25292.1,21991.2,27541.1,25162.7,35118.2,118724.9,50711.1,17130.4,55127.7,178000.2,91750,27925,24732.8,,54.463
188,26191.2,27031.8,39749.5,33973.6,38311.2,47850.6,42837.1,33502.1,43874.7,29554.8,49875.1,171506.3,46989.8,26987.2,74049.2,205687.8,163312.8,32682.1,25652.3,,17.852
189,16773.5,14836,19926.4,19320.4,16283.1,16124.7,16118.1,16398.9,14638.3,28603.8,37083.6,167538.3,60329.5,16352.2,58639.5,208041.6,183058.4,11196.9,12923.7,,11.943
190,11857.1,13334,12508.1,14067.8,14804.9,18351.8,17560.1,23346.9,27469.8,34556.4,56893.1,267175.5,85356.3,19776.1,93725.8,261248.8,235167.2,19060.7,18314.2,,5.552
191,31349.2,62234289,348123.2,23999.7,16857.1,15374.9,19044.4,12906.8,21196.1,12867.5,39957.8,53505.1,17258.5,21780,34259.4,115381.6,34960.1,15199.7,30950.9,,2563.36
192,109889.5,82543710.7,782077.2,34480.3,20640.3,20273.2,14988.6,12986.2,46536.5,12670.5,56751.7,44514,11597,13881.2,22829.3,123707.9,52420.4,15990.4,22258,FRUITION-CALC,1448.725
193,60043.4,22974570.9,417902.1,82671.1,94930.8,173587.1,327025.3,17748.6,30866.6,10983.7,70278.1,31679.2,123400.3,13764.1,15698.8,40232,21135.5,43245.3,79713.8,,5653.213
194,20520.1,95663.9,17692.5,24229.5,31607,28983.6,25099.7,31565.1,30363.7,18636,31055.9,94874.9,42591.3,17920,35609.4,114193.7,93634.7,34005.9,33168.8,,46.992
195,21242.1,43014.2,18977.1,22514.8,17930.3,18607.4,21084.1,14496.6,25477.7,32851.7,20717.5,25784.7,24546.8,14059.8,28122.6,78090.6,62056.8,39941.9,25804.2,,87.289
196,39155.6,91949.4,54444.3,41581.8,47081.7,55227,45706.1,36818.4,39907.3,31711.2,36787.7,78003.3,44964.1,37998.4,40605.3,113899.9,111142.6,37614.2,40418.2,,7.716
197,12875.5,19894.1,8858.6,10215.2,11369.3,12026.6,10741.2,8532.6,6390,20739.4,32678.1,92757.4,19903.5,8491.5,37984.4,167208.5,53194.9,8946,9806.6,,1.541
198,17888.3,19719.8,29090.7,25421,20421.7,20524.2,26149.4,26936.5,27535.1,32732,24499.5,82445.3,52929.6,14451,42236.2,105491.4,146240.4,26440.2,22305.7,,9.035
199,8385.5,12127,14509.7,9244.4,10078.9,14654.9,13642,10611.8,19810.1,52941.4,32052.8,250705.2,90911.6,7067.3,66029.4,209142.1,273799.5,16516.2,14312.9,,7.929
200,16013.2,16592,17537,19300.7,16298.4,17269.1,18861.7,26524.8,24945.8,45953.1,56444.5,238603.8,92673.6,21674.2,91866.9,224083.9,215998.7,26658.2,19545.7,,5.761
201,13531.6,18212.8,30404.9,24717.3,18985.4,23911.4,28933.9,15227.4,24534.5,30306.3,42445.6,185837.4,54044,14174.4,72019.9,211287.9,134062.4,18776.9,18662.7,,2.871
202,22031.5,31763.2,30509,17873.4,25552.1,33912.6,27607.6,17337.5,25889.5,29773.8,42170.8,261702.6,75094,16047.6,75558.1,247058.8,175414.5,20209.9,21702.5,,38.478
203,11561.7,33463.9,29946.4,14136,19769.2,28046.4,28361.7,10095.5,24439.9,25519.1,34475,251336.8,60659,9735.6,74017.4,226000.5,188119.1,15570.4,8610.6,,1.89
204,15320.3,20834.3,25106.6,16128.5,22157.7,31451.7,24320.2,22656.2,31686.2,24852.9,22668.9,147823.2,49088.8,17861.1,46295.2,125508.7,93786.5,18913.4,15738.3,,2.399
205,17238.9,69528.5,37563.8,22149,26993.9,32307.3,42488.7,23253.7,25186.1,63886,22814.3,264834.3,132713.2,11446.2,39791.2,139090.4,324048.3,23230,28338.3,,102.15
206,27681.1,46317.4,49029.6,22796.2,38397.3,47298.5,41004.2,26172.6,20264.9,52438.5,64641.7,225643.2,76348.7,19648.8,76863.2,274555.2,250631.9,15767.3,29900.1,,5.498
207,9649.5,19072.6,23384.8,19521.6,16822.8,22847.4,22310.9,16420.5,26899.9,29246.7,53887,156202.3,60688.6,9400.5,72882.4,205995.2,96585.3,23842.7,22239.2,,23.201
208,17135.1,38181,43574.2,44691.8,30633,94800.7,43888.8,21942.1,35982.1,26149.3,23646.5,103820.1,40806.6,16217,45229.9,125945.7,105778,35671.8,33801.5,,13.017
209,9998.2,15767,16631.4,13862.1,13594.3,29353.3,17800.5,13337.9,18729.9,46142.5,33365.7,214055.1,93685.9,9551.1,52562,192847.3,237611.7,18050,18100.7,,3.596
210,13847.5,11608.6,19463.1,20496.3,18442.4,23630.7,21688.1,19169.6,24804.1,23806.3,20035.7,59225.1,22914.7,13351.8,36720.4,77299,72675.2,15958.7,24200.1,,1.839
211,17192.2,20630.9,22470.8,18187.2,17833.6,25221.4,22351.6,21649.7,18009.4,24725.6,39472.6,69705.6,35871.7,16373.3,56921.1,168241,64940.1,20540.8,21099,,1.728
212,19564.5,45811.6,30274.8,20641.5,27122,29346.6,26210.1,18728.5,21532.3,11086.1,39541.2,44090.8,12641,10578.3,33693.1,188290.5,60732.1,15188.3,18695.7,,2.496
213,41064.2,44330,47829.8,39976.6,39064.3,49582.3,57522.2,58224.4,59858.8,69970.8,98295.8,179972.3,103380.1,49482.4,118766.1,285429.5,191322.1,54402.1,48578.7,,11.951
214,20173.7,31660.5,31409.4,29831.4,23613.3,27095.6,43847,19133.4,14049.2,16921.1,41975.8,141684.7,40601.4,10871.5,59767.1,174034.5,121332.5,16018.2,15849.9,,21.874
215,3442.6,10370.9,14121.5,13173.6,6739.1,7981.8,14227.5,12435.2,11186.4,46359.7,33661.8,205977.4,88865.7,6475.2,59031,244869.9,272499.6,12265.5,25600,,5.325
216,21723,44534.4,23932.9,13493.6,26586.3,36988.7,24578.6,14517.1,16737.6,36712.9,50264.4,98548.6,48482.3,19083.7,58012.6,176091,144997.9,15643,22261.9,,154.606
217,11884.9,18187.4,24196.9,22072.7,18469.6,30179.6,29065.1,20313.8,28093.9,30023.6,40715.2,70021.7,35681.3,20688.1,41917.8,98463.3,133308.5,26882.7,25282,,16.758
218,19301.3,27029.8,18189.8,20083.6,19292.4,21245.8,18525.3,33846.3,17116.4,21157.3,45660.6,88560.1,28865.8,13250.4,60483.3,187860.5,93087.1,14270.5,18054.5,,28.228
219,14313.7,21889.1,23827.8,23341,23087.4,29557.7,26559.6,32583.4,35137.9,29595.2,54724,200397.1,71405.4,21863.9,90887.1,193565.4,157486.8,26018.1,23561.7,,17.828
220,28123.3,31292.8,23401.7,17910.7,29527.5,29206.1,27146.9,38314.1,35092.9,38363.1,52648.6,123611.9,41550.5,34732.1,66212.3,134571.2,94798.9,24057.1,30408.4,,6.93
221,13128.6,13128.7,17984.3,13818.8,12538.9,18230.2,16283.5,15641.7,16006.5,38164.8,54443.5,192069.6,59256.6,13857.5,64937.8,225483.3,205367.4,15623.5,16094,,2.915
222,11480.6,19750.3,25185.4,20325.7,19946.6,28615.9,28468,24758.7,33133.2,31998.2,46041.2,227744.2,72517.8,14476.3,80438.7,226820.6,185069.1,22622.7,14853.7,,1.068
223,18675.6,28156.2,36469,29033.9,27529.1,40240.2,43038.7,13815.3,27307.1,9524.9,28280.2,90148.6,15216.3,10996.9,32604.8,176079.9,79074.8,18615.6,16464,,0.745
224,15926,19763.3,20951.3,19989.9,20311.2,24407,21592.2,20290.5,28628.9,25741.8,35383.8,137833.1,47949.3,15392.6,64397.2,174414.7,103969.5,22208.1,20581.8,,0.832
225,12422.8,24199.4,24438.8,27471.6,16460.2,23355.4,25081.4,23361.4,34027.8,47674.1,45192.1,209861.5,99464,20870.6,75663,238974,227854.4,32242,33073.9,,2.078
226,13241.1,16712,11858.8,8451.1,12142.1,14964.5,11632.6,20242.5,15623.9,37570.4,77148,289328.6,83149.3,24597,118656.9,345419.2,231641.8,10494.3,13012.9,,0.747
227,14642.2,17441.8,22181.1,21050.2,16507.2,18262.1,17173.3,16288.1,21933.3,39384.2,37059,145893.8,78748.5,18043.3,46527.2,124318.1,139339.1,24407.9,34969.4,,0.532
228,13660.6,28966,30879.7,21977.7,27110.8,36327.6,30086.2,12179.8,17880.1,23297.7,37750.3,215143.9,58637.8,9669.8,75802.4,215758.9,134170.2,11800.7,15100.3,,0.515
229,19173.5,31041,30764.3,26481.8,28616.2,32719.2,34809.7,30675.7,38402.2,27296.3,31975.7,230662.4,80743.1,21151.7,70457.4,182562.2,178656.3,32243,29668.8,,0.479
230,9069.6,14053.7,15895.1,14667.5,15508.1,18574.9,16788.6,20488.5,28607,34163.1,40323.2,172310.4,61814.6,16517.2,67227,193702.8,183319.1,18777.3,16211.9,,0.537
231,12322.6,18694,21707.8,16501.6,19030.3,24038.9,19074.6,11732.9,15683,28184.8,18127.1,119980.2,41952.4,8976.4,32273.1,111669.7,115786.4,15533,17600.3,,3.744
232,12025,15634.6,17106.6,13712.1,16883.5,21321.6,18012.1,21617.4,30456.4,25235.6,36609.9,175094.7,54448.9,15995.8,70290,194996.8,134361.7,17866.7,10727,,6.425
233,10339.4,13964.4,12650,9695.5,10076.1,13941.2,13735.2,20199.6,23392.1,29118.3,64324,217598.8,75153.7,17272.9,88664.8,299059.6,196084.6,16048.1,13305.9,,0.764
234,22743,43673.5,31101.9,24637,31323,31924.5,29288.7,23581.4,29204.1,24396.1,29591.5,175538,59301.8,12622,52935.7,216208.8,194601.2,21459.3,22302.8,,1.071
235,20488.3,28420.3,25311.2,21264.8,30549.6,34217.5,30384.1,30753.2,49505.1,49248.8,33769.5,296719.4,119054.5,19450.1,78299.6,187182.1,236290.7,36459.3,21789.9,,0.567
236,15463.6,21147,19106.2,13125.4,18296.4,26902.5,22148,19340.3,21716.8,23766.5,37295.6,187255.5,59447,14085.8,75579.2,186511.1,133279.3,13323.8,17915.1,,63.037
237,12777.2,38587.2,24430.7,12853.6,18281.5,24754.4,28257.1,13377.1,22364.1,24531.9,13608.3,81499.4,43419.1,11217.1,22232.3,69936.8,70053,17848.6,18420.7,,69.681
238,26178.5,40764.7,41722.3,31856.1,33857.4,43300.8,46187.7,24804.9,29910.8,18701.9,43840,71563.6,21283.6,11377.6,41485.1,204821.8,78671.2,25774.5,28801.2,,9.098
239,20517.6,24932.1,31520.4,31441.2,26697.8,30786.3,31227.8,38959.8,40852.7,57297.4,80713.9,261100.7,112641.6,38061.4,110525.1,293856.5,269173,36173.2,36339.7,,10.307
240,6119.5,10174.9,11617.9,10311,8824.8,9611.7,11071.1,12094.3,12766.5,28866,21858.4,111388.5,54512.3,7898.6,26317.3,88984.2,141523,13280.6,17258.3,,4.345
241,14013.2,77631862.2,133822.2,369522,13747.3,13823.6,16692.7,12376.9,15784.6,25336.9,60817.3,50447.1,55290.2,15253.2,29018.9,85703,63408.9,19675.7,37884.4,FRUITION-CALC,21293.018
242,114933.7,176665637.9,1040406.3,52070.3,73684.5,85482.5,99295,47520,36981.1,25885.9,43954.1,23396.4,37546.4,37878.3,35570.8,102250.3,49689.6,47548.7,171165.8,,13201.231
243,103983.8,823264,56124.1,47563.2,142571.9,173659.6,150298.7,58578.1,29833.6,27474.9,39982.4,46988.8,38262.5,44011.1,59532.1,106607.4,42991.6,32654.5,70677.3,,117.21
244,20506.7,46999.1,20514.7,28886.4,16485.2,14917.7,12680.9,29716.6,16693,19373.3,117526.4,57677,41163.5,15010.8,41174.1,112499.6,42768.8,19417.1,13749.6,,6.82
245,38545.9,45403.5,40084.9,24205,35905.1,44611,39396.7,14595,22909,13224.9,24006.9,60041.1,23921,13307.7,22812.6,128863.4,67777.3,20614.3,38663.7,,84.795
246,12033.5,15854.6,16472.1,18088.7,31234.9,9565,8275.5,15764.6,9078.7,8932.8,27066.2,98557.1,19623.8,10998.7,33632.6,171464.1,106528.2,14998.4,12185.6,,2.486
247,12836.9,17131.2,16889.9,12010,16756.2,16001.8,13211.5,6958.9,9105.8,11784.6,28036,211585.1,11118.3,10155.7,25106.9,122899.9,49270.1,7891.3,10977.3,,3.415
248,14492.2,16170,17901.4,15779.8,19422.2,23467.2,19478.3,19773.1,20786.6,23601.3,38561.9,97853.7,36317.2,12009.1,51582.1,171317.6,115868.6,15486,15799.3,,0.541
249,8557,11475.8,13960.1,10083.7,16061.8,18976.3,16543.8,15392.8,25653.8,28268.5,30065.9,125522.3,48386.5,11924.7,43489.5,107220.3,102472.7,16043.1,16724.3,,0.577
250,12226.6,13053.6,15960.3,15511.2,17857.5,18080.9,20803.1,25396.9,34896.3,53831.8,32751.6,157355.3,97566.6,17443.2,55797.2,91948.5,169744.7,29810.5,29354.8,,10.88
251,8138.7,18897.6,17175.8,16604.1,16195.4,21038.7,20137.5,7837.8,19121.8,16107.2,20139.3,91710.8,28339.2,8674.1,23276,126226.9,99526.8,14805.2,15549.6,,0.804
252,10355.2,9233.4,7240,7095.4,10217,10053.6,8602.6,8462.2,11098,54683.6,20506.9,90462.9,75470.1,10803.1,27183.9,91484.2,245817.8,10969.1,15909.9,,3.333
253,18716.3,29901.8,16054.6,12092.6,19445.5,19265.4,16308.8,20436.2,24444.1,39299.9,21107.9,81251.5,55999.1,17462,37053,82665.9,128246.7,22702.4,20825.9,,0.694
254,40169.3,72632.5,48744.4,38470.4,40717,56556.5,47497.2,37589.8,40979,45322.1,78864.3,189861.1,72759.1,36915.6,101200.3,295020.6,188750.2,42676.1,41394.9,,2.435
255,25324.8,27147.8,56287.7,32458.5,26595.5,34641.8,60694.9,26233.6,35038.9,75196.4,97682.7,253208.5,118518.1,29969.2,107727.4,341415.6,312671,38326.8,40375.7,,43.561
256,13520.2,15552.5,24861.8,16920,17880,19879.6,25370,12122.9,14922.9,24209.8,18696.8,177770.5,58546.5,12724.6,43456.6,127654.7,207317.1,14033.3,12639.8,,6.922
257,9906.7,16839.6,24024.6,19523.5,15135,22719.1,23960.7,12581.1,24964.5,19368.7,15801.8,65300.9,32472.4,8004.7,28418.8,104565,79550.2,18813.8,16150.3,,12.855
258,6132.8,15198.5,16060.6,14633.3,11043.6,16148.2,16707.5,13065.3,14474.9,35819,42465.1,235254.6,76687.2,12528.3,74667.8,265479.3,281191.8,13578.1,17207.3,,9.187
259,17385,19300.8,12599.9,11849.8,18550.1,19386.6,15558.9,18202.3,12724.4,32073.4,35124.8,117942.3,42681.1,15964.4,46393.6,146093.5,145851.2,11201.5,19609,,0.968
260,31402,33829.4,39567.1,45499,33384.5,37807.8,40762.6,42758.5,54189.3,55803.9,40651.6,177796.3,92263,30607,80586.5,151028.8,114473.2,55108.8,50460.5,,1.75
261,51598.9,61967,128750.6,32665.4,47685.8,78548.5,132181.3,22276.6,29939,28049.2,39864.6,116382.8,49046.7,23585.7,55915.1,157189.7,80781,25203.8,51365.5,,12.075
262,108734.5,73931.8,198974.5,66848.9,57675.2,151373,264507.8,27719.9,38868.7,38577.2,35951.8,188110.1,83202.6,47266.7,77122,161908.6,145784.2,57777.5,95727.5,,278.491
263,6842.1,100782,36588,10675.4,21394.7,19353.4,20363.6,24029.5,28537.5,19618.9,38152.4,80403.4,71187.8,12708.5,62776.8,201430.4,127394.1,21788.1,12145.9,,29.361
264,26057.6,42253,30248.3,32697.1,23049.1,27045.8,23685.9,25546.3,22943.2,40671.4,58450.5,139896.3,57202.2,26111.4,67866.4,220208,171863.8,19757.9,21551.1,,46.75
265,16369.7,27731.8,20282.7,18887.6,27153.5,23007.1,19543.9,21533.6,20856.5,32310.9,36052.4,173169.4,64221.8,20847.8,63070.4,156101.5,192324.7,19274.4,18074,,13.53
266,20113.8,29242.3,32932.3,28452.7,27504.8,29927.5,31004,27260.6,33456,35214.8,34109.8,128657.3,59932,20025.7,47660.3,105774.7,111047.6,35396.1,22819.8,,12.589
267,10419.4,13075.7,19060.9,22505.5,15322.4,14674,17264.1,26058.6,25400.5,20244.3,45784.2,165983.5,41676.5,19550.5,85407.4,195093.4,79971,22207.6,24630.1,,1.353
268,14558.4,20428.3,22021.3,23074.7,24678.6,24928,23492.1,23786.6,18223.1,37782.7,43025.9,134379.7,50935.5,13801.5,49540.3,166854.9,180135.5,20278,19194.5,,1.681
269,19859.7,30333.7,31977.4,32945.7,27358.1,26923.4,30338.5,30461.2,23513.2,23210,19626.8,44744.8,30039.1,15124.6,23546.9,46599.3,120315.8,22842.3,19034.1,,9.508
270,21357.1,25402.4,28414.3,30036.5,22804.7,28748.9,28767.2,15376.6,21969,28868.3,37219.3,86902.9,43948.8,12084.5,41056.5,147310.8,140403.2,28170.9,25564.4,,5.032
